"V1","V2","V3"
-1.38923419473404,0.387857132231542,-0.0231801426571173
-1.50564969053045,0.536406998354095,-0.0228850050362387
-1.28043222944128,0.414844870086288,-0.0260333207452457
-1.00468334864552,0.379348653739889,-0.0271362818414084
-0.791769776254835,0.320627424037524,-0.0195516238350644
-0.695757486445225,0.298675952568594,-0.0232920625278133
-0.547063805811666,0.280791358797627,-0.0238339963384285
-0.477510425212966,0.172756932408378,-0.0283789985560318
-0.432285155776956,0.217590042992618,-0.0297215496188028
-0.345603259940246,0.218050146605834,-0.0280998021270378
-0.250137161464173,0.190640654406156,-0.0314703829573863
0.0267120931293188,-0.0563447197554345,-0.0132332303362795
0.0850392350173341,0.0559149900783185,-0.0145050766026575
0.0101453852214171,0.0382683734513147,-0.0126260236100542
-0.141179993818938,0.0289462763180204,-0.0159808746522217
-0.14100754614853,-0.0160178374541444,-0.0153758062360117
-0.0160567321167751,0.050758328617778,-0.0222669265518217
0.129575234876043,-0.0769035784174581,-0.017455514831885
0.279248213780586,-0.239521557901819,-0.00795207038103374
0.316625386739694,-0.246143768199919,-0.0132131844815307
0.380618044672925,-0.288210702118818,-0.00713011523277085
0.533171213766177,-0.351668243096291,-0.00782517289265441
0.483689045529929,-0.336115012320322,-0.00933983028261978
0.388090971187841,-0.247064678895498,-0.00495001006100076
0.451222963085487,-0.305182741155972,-0.00137928432446122
0.541269137531033,-0.504353811318796,-0.00135772009662374
0.374698084562606,-0.393710578942414,-0.00575130578763919
0.219308051911025,-0.200480638303215,-0.011982942237741
-0.219940616305969,0.0957570538254715,-0.0173373147377263
0.00866072456665368,-0.222352460096423,-0.00511057024905778
-0.192380622428426,-0.224137400491537,-0.018040638330681
-0.374319709195818,-0.237414502343121,-0.0170030964165812
-0.409879617876117,-0.280250196470547,-0.0124816075900311
-0.631051373352243,-0.405934438345009,-0.0182171228631783
-0.812331972521996,-0.450289441763064,-0.0231117811062554
-0.86331108141876,-0.789018089977547,-0.00115569464433279
-1.57435220422344,-0.69030076989466,0.00906240492842648
-2.0278475804317,-0.407826747193613,-0.0178338179743376
-2.13994076673572,0.0351864099089636,-0.0230694239469677
-1.99300966084465,0.161861899245658,-0.00979905578033807
-1.97628960503082,0.362291803554779,-0.0243632352203518
-2.06923955708947,0.311996705071263,-0.0309888974999602
-1.93154941548024,0.111824053901163,-0.0206348080883987
-2.16461882266066,0.168177042502571,-0.0443464895174313
-2.73167889102557,-0.0511933372730082,-0.0431711370163403
-2.85818464690594,-0.0344168301147079,-0.0543805318546484
-2.12684591687029,0.107122394324096,-0.0257683699175824
-2.2022925425374,0.0550516033082453,-0.014295407309056
-2.3906335207868,0.0381293675146983,-0.012690006526044
-2.44717154951597,0.0398427781906612,-0.014748613553414
-2.61818505150676,0.0576446588943071,-0.0129081175309696
-3.05327534066812,0.0158594072899554,-0.000824315050464444
-3.61250146997027,0.339103585749366,0.0137015424415619
-3.41742571119528,0.142860859027365,0.0100110889380921
-3.48349436736988,0.282821587518437,0.0132133966088773
-3.33735448766824,0.186108696660286,0.012062035057839
-3.34499055380304,0.199778375461212,0.0089979017126954
-3.36860859922827,0.0220822779027388,0.00901643646325438
-3.52864304590146,0.0148249841326074,0.00512662549108531
-3.69632074680034,0.086258553044043,0.0105390343340637
-3.5917421118148,-0.0597354160653545,0.00971901652690077
-3.58026025196332,0.015615001518094,0.00885429363304691
-3.69209564376385,0.118799772055468,0.00909749274097088
-3.25306381773204,-0.0799085804854898,0.00763904985371637
-3.06398737244014,-0.132670877496308,0.00594208261146528
-2.8139544720891,-0.303006741264044,0.00403071906401646
-2.46408222813847,-0.405084953351011,-0.000760937115732316
-2.41206959103638,-0.437210167526856,-0.00242338492536828
-2.25283172687143,-0.601746661595575,-0.00971913393428171
-2.46600050296517,-0.573715713078544,-0.00837049223617055
-3.12235591062695,-0.372037374225695,0.00503905733451498
-3.22489041552918,-0.385657141829621,0.00794574815672673
